MonthStart,Disease,PatientCount,ClaimAmount
2021-08-01,Part-time employment (finding),14,7000
2021-09-01,Part-time employment (finding),20,10000
2021-10-01,Part-time employment (finding),21,10500
2021-11-01,Part-time employment (finding),16,8000
2021-12-01,Part-time employment (finding),15,7500
2022-01-01,Part-time employment (finding),24,12000
2022-02-01,Part-time employment (finding),24,12000
2022-03-01,Part-time employment (finding),18,9000
2022-04-01,Part-time employment (finding),26,13000
2022-05-01,Part-time employment (finding),20,10000
2022-06-01,Part-time employment (finding),16,8000
2022-07-01,Part-time employment (finding),22,11000
2022-08-01,Part-time employment (finding),18,9000
2022-09-01,Part-time employment (finding),23,11500
2022-10-01,Part-time employment (finding),16,8000
2022-11-01,Part-time employment (finding),20,10000
2022-12-01,Part-time employment (finding),17,8500
2023-01-01,Part-time employment (finding),14,7000
2023-02-01,Part-time employment (finding),19,9500
2023-03-01,Part-time employment (finding),20,10000
2023-04-01,Part-time employment (finding),42,21000
2023-05-01,Part-time employment (finding),17,8500
2023-06-01,Part-time employment (finding),18,9000
2023-07-01,Part-time employment (finding),23,11500
2023-08-01,Part-time employment (finding),16,8000
2023-09-01,Part-time employment (finding),14,7000
2023-10-01,Part-time employment (finding),20,10000
2023-11-01,Part-time employment (finding),22,11000
2023-12-01,Part-time employment (finding),18,9000
2024-01-01,Part-time employment (finding),11,5500
2024-02-01,Part-time employment (finding),18,9000
2024-03-01,Part-time employment (finding),26,13000
2024-04-01,Part-time employment (finding),24,12000
2024-05-01,Part-time employment (finding),25,12500
2024-06-01,Part-time employment (finding),17,8500
2024-07-01,Part-time employment (finding),28,14000
2024-08-01,Part-time employment (finding),25,12500
2024-09-01,Part-time employment (finding),25,12500
2024-10-01,Part-time employment (finding),19,9500
2024-11-01,Part-time employment (finding),17,8500
2024-12-01,Part-time employment (finding),21,10500
2025-01-01,Part-time employment (finding),22,11000
2025-02-01,Part-time employment (finding),14,7000
2025-03-01,Part-time employment (finding),23,11500
2025-04-01,Part-time employment (finding),44,22000
2025-05-01,Part-time employment (finding),20,10000
2025-06-01,Part-time employment (finding),14,7000
2025-07-01,Part-time employment (finding),30,15000
2025-08-01,Part-time employment (finding),26,13000
2025-09-01,Part-time employment (finding),19,9500
2025-10-01,Part-time employment (finding),11,5500
2025-11-01,Part-time employment (finding),16,8000
2025-12-01,Part-time employment (finding),23,11500
2026-01-01,Part-time employment (finding),29,14500
1932-07-01,Past pregnancy history of miscarriage (situation),1,500
1933-02-01,Past pregnancy history of miscarriage (situation),1,500
1935-03-01,Past pregnancy history of miscarriage (situation),1,500
1935-12-01,Past pregnancy history of miscarriage (situation),1,500
1940-02-01,Past pregnancy history of miscarriage (situation),1,500
1940-06-01,Past pregnancy history of miscarriage (situation),1,500
1942-07-01,Past pregnancy history of miscarriage (situation),1,500
1943-01-01,Past pregnancy history of miscarriage (situation),1,500
1943-04-01,Past pregnancy history of miscarriage (situation),1,500
1943-09-01,Past pregnancy history of miscarriage (situation),1,500
1947-01-01,Past pregnancy history of miscarriage (situation),1,500
1949-03-01,Past pregnancy history of miscarriage (situation),1,500
1950-05-01,Past pregnancy history of miscarriage (situation),1,500
1950-12-01,Past pregnancy history of miscarriage (situation),1,500
1951-09-01,Past pregnancy history of miscarriage (situation),1,500
1952-12-01,Past pregnancy history of miscarriage (situation),1,500
1953-01-01,Past pregnancy history of miscarriage (situation),1,500
1953-10-01,Past pregnancy history of miscarriage (situation),1,500
1955-04-01,Past pregnancy history of miscarriage (situation),1,500
1955-06-01,Past pregnancy history of miscarriage (situation),1,500
1955-11-01,Past pregnancy history of miscarriage (situation),1,500
1956-11-01,Past pregnancy history of miscarriage (situation),1,500
1956-12-01,Past pregnancy history of miscarriage (situation),1,500
1957-04-01,Past pregnancy history of miscarriage (situation),1,500
1957-05-01,Past pregnancy history of miscarriage (situation),1,500
1957-09-01,Past pregnancy history of miscarriage (situation),1,500
1958-02-01,Past pregnancy history of miscarriage (situation),1,500
1960-10-01,Past pregnancy history of miscarriage (situation),1,500
1962-02-01,Past pregnancy history of miscarriage (situation),1,500
1963-03-01,Past pregnancy history of miscarriage (situation),1,500
1963-07-01,Past pregnancy history of miscarriage (situation),1,500
1963-09-01,Past pregnancy history of miscarriage (situation),1,500
1963-10-01,Past pregnancy history of miscarriage (situation),1,500
1964-05-01,Past pregnancy history of miscarriage (situation),1,500
1964-08-01,Past pregnancy history of miscarriage (situation),1,500
1964-10-01,Past pregnancy history of miscarriage (situation),2,1000
1965-04-01,Past pregnancy history of miscarriage (situation),1,500
1965-05-01,Past pregnancy history of miscarriage (situation),1,500
1965-07-01,Past pregnancy history of miscarriage (situation),1,500
1966-07-01,Past pregnancy history of miscarriage (situation),1,500
1967-05-01,Past pregnancy history of miscarriage (situation),2,1000
1967-07-01,Past pregnancy history of miscarriage (situation),1,500
1968-01-01,Past pregnancy history of miscarriage (situation),1,500
1969-04-01,Past pregnancy history of miscarriage (situation),1,500
1969-07-01,Past pregnancy history of miscarriage (situation),1,500
1970-04-01,Past pregnancy history of miscarriage (situation),1,500
1970-11-01,Past pregnancy history of miscarriage (situation),1,500
1970-12-01,Past pregnancy history of miscarriage (situation),1,500
1971-04-01,Past pregnancy history of miscarriage (situation),1,500
1971-05-01,Past pregnancy history of miscarriage (situation),1,500
1971-07-01,Past pregnancy history of miscarriage (situation),1,500
1972-01-01,Past pregnancy history of miscarriage (situation),1,500
1972-11-01,Past pregnancy history of miscarriage (situation),1,500
1972-12-01,Past pregnancy history of miscarriage (situation),1,500
1973-11-01,Past pregnancy history of miscarriage (situation),2,1000
1974-06-01,Past pregnancy history of miscarriage (situation),1,500
1974-08-01,Past pregnancy history of miscarriage (situation),1,500
1974-12-01,Past pregnancy history of miscarriage (situation),2,1000
1975-03-01,Past pregnancy history of miscarriage (situation),1,500
1975-08-01,Past pregnancy history of miscarriage (situation),1,500
1975-12-01,Past pregnancy history of miscarriage (situation),1,500
1976-02-01,Past pregnancy history of miscarriage (situation),1,500
1976-04-01,Past pregnancy history of miscarriage (situation),1,500
1976-06-01,Past pregnancy history of miscarriage (situation),1,500
1976-11-01,Past pregnancy history of miscarriage (situation),2,1000
1976-12-01,Past pregnancy history of miscarriage (situation),1,500
1977-04-01,Past pregnancy history of miscarriage (situation),1,500
1977-06-01,Past pregnancy history of miscarriage (situation),1,500
1977-12-01,Past pregnancy history of miscarriage (situation),1,500
1978-01-01,Past pregnancy history of miscarriage (situation),2,1000
1978-03-01,Past pregnancy history of miscarriage (situation),1,500
1978-07-01,Past pregnancy history of miscarriage (situation),1,500
1978-08-01,Past pregnancy history of miscarriage (situation),1,500
1978-10-01,Past pregnancy history of miscarriage (situation),1,500
1978-11-01,Past pregnancy history of miscarriage (situation),1,500
1979-03-01,Past pregnancy history of miscarriage (situation),2,1000
1979-06-01,Past pregnancy history of miscarriage (situation),1,500
1979-08-01,Past pregnancy history of miscarriage (situation),1,500
1979-10-01,Past pregnancy history of miscarriage (situation),1,500
1980-05-01,Past pregnancy history of miscarriage (situation),1,500
1980-09-01,Past pregnancy history of miscarriage (situation),1,500
1980-12-01,Past pregnancy history of miscarriage (situation),1,500
1981-02-01,Past pregnancy history of miscarriage (situation),1,500
1981-03-01,Past pregnancy history of miscarriage (situation),1,500
1981-06-01,Past pregnancy history of miscarriage (situation),2,1000
1981-07-01,Past pregnancy history of miscarriage (situation),2,1000
1981-08-01,Past pregnancy history of miscarriage (situation),1,500
1981-10-01,Past pregnancy history of miscarriage (situation),2,1000
1981-12-01,Past pregnancy history of miscarriage (situation),1,500
1982-07-01,Past pregnancy history of miscarriage (situation),1,500
1982-08-01,Past pregnancy history of miscarriage (situation),1,500
1982-10-01,Past pregnancy history of miscarriage (situation),1,500
1983-04-01,Past pregnancy history of miscarriage (situation),1,500
1983-07-01,Past pregnancy history of miscarriage (situation),1,500
1983-10-01,Past pregnancy history of miscarriage (situation),1,500
1983-11-01,Past pregnancy history of miscarriage (situation),1,500
1984-03-01,Past pregnancy history of miscarriage (situation),1,500
1984-06-01,Past pregnancy history of miscarriage (situation),1,500
1984-07-01,Past pregnancy history of miscarriage (situation),1,500
1984-10-01,Past pregnancy history of miscarriage (situation),1,500
1984-12-01,Past pregnancy history of miscarriage (situation),1,500
1985-01-01,Past pregnancy history of miscarriage (situation),1,500
1985-06-01,Past pregnancy history of miscarriage (situation),3,1500
1985-09-01,Past pregnancy history of miscarriage (situation),1,500
1986-03-01,Past pregnancy history of miscarriage (situation),1,500
1986-09-01,Past pregnancy history of miscarriage (situation),1,500
1986-10-01,Past pregnancy history of miscarriage (situation),2,1000
1987-02-01,Past pregnancy history of miscarriage (situation),1,500
1987-03-01,Past pregnancy history of miscarriage (situation),1,500
1987-07-01,Past pregnancy history of miscarriage (situation),1,500
1987-11-01,Past pregnancy history of miscarriage (situation),1,500
1988-02-01,Past pregnancy history of miscarriage (situation),1,500
1988-05-01,Past pregnancy history of miscarriage (situation),1,500
1988-06-01,Past pregnancy history of miscarriage (situation),3,1500
1988-08-01,Past pregnancy history of miscarriage (situation),2,1000
1989-01-01,Past pregnancy history of miscarriage (situation),2,1000
1989-04-01,Past pregnancy history of miscarriage (situation),1,500
1989-06-01,Past pregnancy history of miscarriage (situation),2,1000
1989-07-01,Past pregnancy history of miscarriage (situation),1,500
1989-09-01,Past pregnancy history of miscarriage (situation),1,500
1990-06-01,Past pregnancy history of miscarriage (situation),1,500
1990-07-01,Past pregnancy history of miscarriage (situation),1,500
1990-08-01,Past pregnancy history of miscarriage (situation),1,500
1990-09-01,Past pregnancy history of miscarriage (situation),1,500
1990-10-01,Past pregnancy history of miscarriage (situation),2,1000
1990-12-01,Past pregnancy history of miscarriage (situation),1,500
1991-02-01,Past pregnancy history of miscarriage (situation),1,500
1991-03-01,Past pregnancy history of miscarriage (situation),2,1000
1991-06-01,Past pregnancy history of miscarriage (situation),1,500
1991-07-01,Past pregnancy history of miscarriage (situation),2,1000
1991-08-01,Past pregnancy history of miscarriage (situation),1,500
1991-09-01,Past pregnancy history of miscarriage (situation),3,1500
1992-02-01,Past pregnancy history of miscarriage (situation),1,500
1992-06-01,Past pregnancy history of miscarriage (situation),3,1500
1992-08-01,Past pregnancy history of miscarriage (situation),2,1000
1993-01-01,Past pregnancy history of miscarriage (situation),2,1000
1993-03-01,Past pregnancy history of miscarriage (situation),2,1000
1993-10-01,Past pregnancy history of miscarriage (situation),1,500
1993-11-01,Past pregnancy history of miscarriage (situation),1,500
1994-05-01,Past pregnancy history of miscarriage (situation),2,1000
1994-06-01,Past pregnancy history of miscarriage (situation),1,500
1994-07-01,Past pregnancy history of miscarriage (situation),1,500
1994-10-01,Past pregnancy history of miscarriage (situation),1,500
1995-01-01,Past pregnancy history of miscarriage (situation),1,500
1995-03-01,Past pregnancy history of miscarriage (situation),1,500
1995-04-01,Past pregnancy history of miscarriage (situation),1,500
1995-06-01,Past pregnancy history of miscarriage (situation),1,500
1995-07-01,Past pregnancy history of miscarriage (situation),1,500
1995-08-01,Past pregnancy history of miscarriage (situation),1,500
1995-12-01,Past pregnancy history of miscarriage (situation),1,500
1996-03-01,Past pregnancy history of miscarriage (situation),1,500
1996-05-01,Past pregnancy history of miscarriage (situation),1,500
1996-06-01,Past pregnancy history of miscarriage (situation),1,500
1996-07-01,Past pregnancy history of miscarriage (situation),1,500
1996-08-01,Past pregnancy history of miscarriage (situation),1,500
1996-11-01,Past pregnancy history of miscarriage (situation),1,500
1997-01-01,Past pregnancy history of miscarriage (situation),1,500
1997-02-01,Past pregnancy history of miscarriage (situation),3,1500
1997-09-01,Past pregnancy history of miscarriage (situation),1,500
1998-01-01,Past pregnancy history of miscarriage (situation),1,500
1998-04-01,Past pregnancy history of miscarriage (situation),1,500
1998-05-01,Past pregnancy history of miscarriage (situation),2,1000
1998-06-01,Past pregnancy history of miscarriage (situation),1,500
1998-08-01,Past pregnancy history of miscarriage (situation),2,1000
1998-11-01,Past pregnancy history of miscarriage (situation),1,500
1999-02-01,Past pregnancy history of miscarriage (situation),1,500
1999-04-01,Past pregnancy history of miscarriage (situation),2,1000
1999-05-01,Past pregnancy history of miscarriage (situation),1,500
1999-06-01,Past pregnancy history of miscarriage (situation),2,1000
1999-09-01,Past pregnancy history of miscarriage (situation),1,500
1999-10-01,Past pregnancy history of miscarriage (situation),2,1000
1999-11-01,Past pregnancy history of miscarriage (situation),1,500
2000-01-01,Past pregnancy history of miscarriage (situation),1,500
2000-02-01,Past pregnancy history of miscarriage (situation),2,1000
2000-04-01,Past pregnancy history of miscarriage (situation),1,500
2000-07-01,Past pregnancy history of miscarriage (situation),1,500
2001-01-01,Past pregnancy history of miscarriage (situation),1,500
2001-03-01,Past pregnancy history of miscarriage (situation),1,500
2001-06-01,Past pregnancy history of miscarriage (situation),1,500
2001-07-01,Past pregnancy history of miscarriage (situation),2,1000
2001-08-01,Past pregnancy history of miscarriage (situation),1,500
2001-10-01,Past pregnancy history of miscarriage (situation),1,500
2001-11-01,Past pregnancy history of miscarriage (situation),2,1000
2001-12-01,Past pregnancy history of miscarriage (situation),1,500
2002-02-01,Past pregnancy history of miscarriage (situation),1,500
2002-03-01,Past pregnancy history of miscarriage (situation),2,1000
2002-05-01,Past pregnancy history of miscarriage (situation),1,500
2002-06-01,Past pregnancy history of miscarriage (situation),1,500
2002-07-01,Past pregnancy history of miscarriage (situation),2,1000
2002-09-01,Past pregnancy history of miscarriage (situation),1,500
2002-10-01,Past pregnancy history of miscarriage (situation),1,500
2002-11-01,Past pregnancy history of miscarriage (situation),1,500
2002-12-01,Past pregnancy history of miscarriage (situation),1,500
2003-07-01,Past pregnancy history of miscarriage (situation),1,500
2003-08-01,Past pregnancy history of miscarriage (situation),1,500
2003-10-01,Past pregnancy history of miscarriage (situation),3,1500
2003-11-01,Past pregnancy history of miscarriage (situation),1,500
2003-12-01,Past pregnancy history of miscarriage (situation),1,500
2004-01-01,Past pregnancy history of miscarriage (situation),1,500
2004-05-01,Past pregnancy history of miscarriage (situation),1,500
2004-06-01,Past pregnancy history of miscarriage (situation),1,500
2004-07-01,Past pregnancy history of miscarriage (situation),1,500
2004-09-01,Past pregnancy history of miscarriage (situation),2,1000
2004-11-01,Past pregnancy history of miscarriage (situation),2,1000
2004-12-01,Past pregnancy history of miscarriage (situation),2,1000
2005-01-01,Past pregnancy history of miscarriage (situation),2,1000
2005-02-01,Past pregnancy history of miscarriage (situation),2,1000
2005-03-01,Past pregnancy history of miscarriage (situation),2,1000
2005-04-01,Past pregnancy history of miscarriage (situation),1,500
2005-05-01,Past pregnancy history of miscarriage (situation),1,500
2005-08-01,Past pregnancy history of miscarriage (situation),1,500
2005-10-01,Past pregnancy history of miscarriage (situation),3,1500
2005-11-01,Past pregnancy history of miscarriage (situation),1,500
2005-12-01,Past pregnancy history of miscarriage (situation),1,500
2006-03-01,Past pregnancy history of miscarriage (situation),1,500
2006-04-01,Past pregnancy history of miscarriage (situation),2,1000
2006-05-01,Past pregnancy history of miscarriage (situation),3,1500
2006-06-01,Past pregnancy history of miscarriage (situation),3,1500
2006-09-01,Past pregnancy history of miscarriage (situation),2,1000
2006-10-01,Past pregnancy history of miscarriage (situation),1,500
2006-11-01,Past pregnancy history of miscarriage (situation),1,500
2006-12-01,Past pregnancy history of miscarriage (situation),1,500
2007-01-01,Past pregnancy history of miscarriage (situation),1,500
2007-02-01,Past pregnancy history of miscarriage (situation),2,1000
2007-11-01,Past pregnancy history of miscarriage (situation),2,1000
2008-03-01,Past pregnancy history of miscarriage (situation),1,500
2008-05-01,Past pregnancy history of miscarriage (situation),1,500
2008-06-01,Past pregnancy history of miscarriage (situation),1,500
2008-07-01,Past pregnancy history of miscarriage (situation),1,500
2008-08-01,Past pregnancy history of miscarriage (situation),1,500
2008-11-01,Past pregnancy history of miscarriage (situation),1,500
2008-12-01,Past pregnancy history of miscarriage (situation),1,500
2009-04-01,Past pregnancy history of miscarriage (situation),1,500
2009-06-01,Past pregnancy history of miscarriage (situation),1,500
2009-07-01,Past pregnancy history of miscarriage (situation),1,500
2009-08-01,Past pregnancy history of miscarriage (situation),1,500
2009-10-01,Past pregnancy history of miscarriage (situation),1,500
2009-11-01,Past pregnancy history of miscarriage (situation),1,500
2010-01-01,Past pregnancy history of miscarriage (situation),1,500
2010-02-01,Past pregnancy history of miscarriage (situation),1,500
2010-06-01,Past pregnancy history of miscarriage (situation),1,500
2010-07-01,Past pregnancy history of miscarriage (situation),1,500
2010-08-01,Past pregnancy history of miscarriage (situation),1,500
2010-11-01,Past pregnancy history of miscarriage (situation),1,500
2010-12-01,Past pregnancy history of miscarriage (situation),1,500
2011-01-01,Past pregnancy history of miscarriage (situation),2,1000
2011-02-01,Past pregnancy history of miscarriage (situation),1,500
2011-04-01,Past pregnancy history of miscarriage (situation),1,500
2011-05-01,Past pregnancy history of miscarriage (situation),1,500
2011-06-01,Past pregnancy history of miscarriage (situation),1,500
2012-01-01,Past pregnancy history of miscarriage (situation),1,500
2012-03-01,Past pregnancy history of miscarriage (situation),2,1000
2012-05-01,Past pregnancy history of miscarriage (situation),1,500
2012-07-01,Past pregnancy history of miscarriage (situation),1,500
2012-12-01,Past pregnancy history of miscarriage (situation),1,500
2013-01-01,Past pregnancy history of miscarriage (situation),1,500
2013-02-01,Past pregnancy history of miscarriage (situation),1,500
2013-03-01,Past pregnancy history of miscarriage (situation),1,500
2013-06-01,Past pregnancy history of miscarriage (situation),1,500
2013-07-01,Past pregnancy history of miscarriage (situation),1,500
2013-09-01,Past pregnancy history of miscarriage (situation),2,1000
2013-10-01,Past pregnancy history of miscarriage (situation),1,500
2014-02-01,Past pregnancy history of miscarriage (situation),1,500
2014-04-01,Past pregnancy history of miscarriage (situation),2,1000
2014-05-01,Past pregnancy history of miscarriage (situation),1,500
2014-06-01,Past pregnancy history of miscarriage (situation),1,500
2014-09-01,Past pregnancy history of miscarriage (situation),1,500
2014-10-01,Past pregnancy history of miscarriage (situation),1,500
2014-11-01,Past pregnancy history of miscarriage (situation),1,500
2014-12-01,Past pregnancy history of miscarriage (situation),1,500
2015-03-01,Past pregnancy history of miscarriage (situation),1,500
2015-04-01,Past pregnancy history of miscarriage (situation),1,500
2015-09-01,Past pregnancy history of miscarriage (situation),2,1000
2016-01-01,Past pregnancy history of miscarriage (situation),1,500
2016-04-01,Past pregnancy history of miscarriage (situation),3,1500
2016-08-01,Past pregnancy history of miscarriage (situation),1,500
2017-01-01,Past pregnancy history of miscarriage (situation),1,500
2017-03-01,Past pregnancy history of miscarriage (situation),1,500
2017-08-01,Past pregnancy history of miscarriage (situation),1,500
2017-09-01,Past pregnancy history of miscarriage (situation),2,1000
2017-10-01,Past pregnancy history of miscarriage (situation),1,500
2017-11-01,Past pregnancy history of miscarriage (situation),1,500
2017-12-01,Past pregnancy history of miscarriage (situation),1,500
2018-01-01,Past pregnancy history of miscarriage (situation),1,500
2018-04-01,Past pregnancy history of miscarriage (situation),2,1000
2018-05-01,Past pregnancy history of miscarriage (situation),1,500
2018-07-01,Past pregnancy history of miscarriage (situation),2,1000
2018-08-01,Past pregnancy history of miscarriage (situation),2,1000
2018-11-01,Past pregnancy history of miscarriage (situation),2,1000
2018-12-01,Past pregnancy history of miscarriage (situation),2,1000
2019-01-01,Past pregnancy history of miscarriage (situation),1,500
2019-03-01,Past pregnancy history of miscarriage (situation),1,500
2019-04-01,Past pregnancy history of miscarriage (situation),2,1000
2019-05-01,Past pregnancy history of miscarriage (situation),1,500
2019-06-01,Past pregnancy history of miscarriage (situation),1,500
2019-11-01,Past pregnancy history of miscarriage (situation),1,500
2019-12-01,Past pregnancy history of miscarriage (situation),2,1000
2020-02-01,Past pregnancy history of miscarriage (situation),1,500
2020-03-01,Past pregnancy history of miscarriage (situation),1,500
2020-04-01,Past pregnancy history of miscarriage (situation),1,500
2020-09-01,Past pregnancy history of miscarriage (situation),1,500
2020-10-01,Past pregnancy history of miscarriage (situation),1,500
2020-11-01,Past pregnancy history of miscarriage (situation),1,500
2020-12-01,Past pregnancy history of miscarriage (situation),1,500
2021-02-01,Past pregnancy history of miscarriage (situation),3,1500
2021-03-01,Past pregnancy history of miscarriage (situation),1,500
2021-05-01,Past pregnancy history of miscarriage (situation),1,500
2021-06-01,Past pregnancy history of miscarriage (situation),1,500
2021-08-01,Past pregnancy history of miscarriage (situation),2,1000
2021-09-01,Past pregnancy history of miscarriage (situation),1,500
2021-10-01,Past pregnancy history of miscarriage (situation),1,500
2021-12-01,Past pregnancy history of miscarriage (situation),1,500
2022-01-01,Past pregnancy history of miscarriage (situation),2,1000
2022-03-01,Past pregnancy history of miscarriage (situation),1,500
2022-04-01,Past pregnancy history of miscarriage (situation),3,1500
2022-12-01,Past pregnancy history of miscarriage (situation),1,500
2023-01-01,Past pregnancy history of miscarriage (situation),1,500
2023-08-01,Past pregnancy history of miscarriage (situation),1,500
2023-11-01,Past pregnancy history of miscarriage (situation),1,500
2023-12-01,Past pregnancy history of miscarriage (situation),1,500
2024-01-01,Past pregnancy history of miscarriage (situation),1,500
2024-05-01,Past pregnancy history of miscarriage (situation),1,500
2024-06-01,Past pregnancy history of miscarriage (situation),1,500
2024-08-01,Past pregnancy history of miscarriage (situation),1,500
2024-10-01,Past pregnancy history of miscarriage (situation),2,1000
2025-02-01,Past pregnancy history of miscarriage (situation),2,1000
2025-03-01,Past pregnancy history of miscarriage (situation),1,500
2025-04-01,Past pregnancy history of miscarriage (situation),1,500
2025-05-01,Past pregnancy history of miscarriage (situation),3,1500
2025-07-01,Past pregnancy history of miscarriage (situation),1,500
2025-08-01,Past pregnancy history of miscarriage (situation),1,500
2025-09-01,Past pregnancy history of miscarriage (situation),2,1000
2025-10-01,Past pregnancy history of miscarriage (situation),1,500
2025-12-01,Past pregnancy history of miscarriage (situation),1,500
2026-01-01,Past pregnancy history of miscarriage (situation),1,500
1937-10-01,Prediabetes (finding),1,500
1940-11-01,Prediabetes (finding),1,500
1942-12-01,Prediabetes (finding),2,1000
1943-02-01,Prediabetes (finding),1,500
1943-06-01,Prediabetes (finding),1,500
1944-07-01,Prediabetes (finding),1,500
1944-12-01,Prediabetes (finding),1,500
1945-02-01,Prediabetes (finding),1,500
1945-09-01,Prediabetes (finding),1,500
1946-02-01,Prediabetes (finding),1,500
1947-07-01,Prediabetes (finding),1,500
1948-04-01,Prediabetes (finding),1,500
1949-02-01,Prediabetes (finding),2,1000
1949-06-01,Prediabetes (finding),1,500
1950-10-01,Prediabetes (finding),1,500
1950-12-01,Prediabetes (finding),2,1000
1951-06-01,Prediabetes (finding),1,500
1952-02-01,Prediabetes (finding),1,500
1952-07-01,Prediabetes (finding),1,500
1952-08-01,Prediabetes (finding),1,500
1953-12-01,Prediabetes (finding),1,500
1954-03-01,Prediabetes (finding),1,500
1955-09-01,Prediabetes (finding),1,500
1955-11-01,Prediabetes (finding),1,500
1956-03-01,Prediabetes (finding),1,500
1956-05-01,Prediabetes (finding),1,500
1956-07-01,Prediabetes (finding),1,500
1957-03-01,Prediabetes (finding),1,500
1958-12-01,Prediabetes (finding),1,500
1959-07-01,Prediabetes (finding),1,500
1959-08-01,Prediabetes (finding),1,500
1959-11-01,Prediabetes (finding),1,500
1959-12-01,Prediabetes (finding),1,500
1960-03-01,Prediabetes (finding),1,500
1960-04-01,Prediabetes (finding),1,500
1960-05-01,Prediabetes (finding),1,500
1961-01-01,Prediabetes (finding),1,500
1961-07-01,Prediabetes (finding),1,500
1961-11-01,Prediabetes (finding),1,500
1963-03-01,Prediabetes (finding),3,1500
1963-06-01,Prediabetes (finding),1,500
1963-08-01,Prediabetes (finding),1,500
1963-12-01,Prediabetes (finding),1,500
1964-01-01,Prediabetes (finding),1,500
1964-03-01,Prediabetes (finding),1,500
1964-10-01,Prediabetes (finding),2,1000
1965-08-01,Prediabetes (finding),1,500
1966-03-01,Prediabetes (finding),1,500
1966-04-01,Prediabetes (finding),1,500
1966-05-01,Prediabetes (finding),1,500
1966-08-01,Prediabetes (finding),1,500
1966-10-01,Prediabetes (finding),2,1000
1967-01-01,Prediabetes (finding),1,500
1967-03-01,Prediabetes (finding),1,500
1967-07-01,Prediabetes (finding),1,500
1967-11-01,Prediabetes (finding),1,500
1968-02-01,Prediabetes (finding),1,500
1968-06-01,Prediabetes (finding),1,500
1968-10-01,Prediabetes (finding),2,1000
1969-02-01,Prediabetes (finding),1,500
1969-03-01,Prediabetes (finding),1,500
1969-07-01,Prediabetes (finding),1,500
1969-09-01,Prediabetes (finding),1,500
1969-11-01,Prediabetes (finding),1,500
1970-03-01,Prediabetes (finding),1,500
1970-05-01,Prediabetes (finding),1,500
1970-08-01,Prediabetes (finding),1,500
1970-12-01,Prediabetes (finding),2,1000
1971-02-01,Prediabetes (finding),1,500
1971-04-01,Prediabetes (finding),1,500
1971-06-01,Prediabetes (finding),1,500
1971-10-01,Prediabetes (finding),2,1000
1972-01-01,Prediabetes (finding),1,500
1972-03-01,Prediabetes (finding),1,500
1972-04-01,Prediabetes (finding),1,500
1972-10-01,Prediabetes (finding),1,500
1973-02-01,Prediabetes (finding),2,1000
1973-03-01,Prediabetes (finding),1,500
1973-07-01,Prediabetes (finding),1,500
1973-08-01,Prediabetes (finding),1,500
1973-10-01,Prediabetes (finding),1,500
1973-11-01,Prediabetes (finding),1,500
1974-02-01,Prediabetes (finding),1,500
1974-03-01,Prediabetes (finding),2,1000
1974-04-01,Prediabetes (finding),1,500
1974-05-01,Prediabetes (finding),1,500
1974-08-01,Prediabetes (finding),1,500
1974-10-01,Prediabetes (finding),1,500
1974-11-01,Prediabetes (finding),1,500
1975-05-01,Prediabetes (finding),2,1000
1975-11-01,Prediabetes (finding),1,500
1976-02-01,Prediabetes (finding),2,1000
1976-03-01,Prediabetes (finding),1,500
1976-04-01,Prediabetes (finding),1,500
1976-05-01,Prediabetes (finding),2,1000
1976-09-01,Prediabetes (finding),2,1000
1977-02-01,Prediabetes (finding),1,500
1977-03-01,Prediabetes (finding),1,500
1977-05-01,Prediabetes (finding),2,1000
1977-06-01,Prediabetes (finding),1,500
1977-08-01,Prediabetes (finding),1,500
1977-09-01,Prediabetes (finding),1,500
1977-11-01,Prediabetes (finding),2,1000
1978-01-01,Prediabetes (finding),1,500
1978-03-01,Prediabetes (finding),3,1500
1978-06-01,Prediabetes (finding),2,1000
1979-02-01,Prediabetes (finding),2,1000
1979-04-01,Prediabetes (finding),1,500
1979-06-01,Prediabetes (finding),1,500
1979-11-01,Prediabetes (finding),1,500
1979-12-01,Prediabetes (finding),1,500
1980-02-01,Prediabetes (finding),1,500
1980-04-01,Prediabetes (finding),1,500
1980-05-01,Prediabetes (finding),1,500
1980-06-01,Prediabetes (finding),1,500
1980-07-01,Prediabetes (finding),1,500
1980-10-01,Prediabetes (finding),1,500
1980-11-01,Prediabetes (finding),1,500
1981-05-01,Prediabetes (finding),1,500
1981-08-01,Prediabetes (finding),1,500
1981-09-01,Prediabetes (finding),1,500
1981-12-01,Prediabetes (finding),2,1000
1982-02-01,Prediabetes (finding),2,1000
1982-03-01,Prediabetes (finding),1,500
1982-06-01,Prediabetes (finding),1,500
1982-07-01,Prediabetes (finding),2,1000
1982-08-01,Prediabetes (finding),1,500
1982-11-01,Prediabetes (finding),1,500
1982-12-01,Prediabetes (finding),1,500
1983-01-01,Prediabetes (finding),1,500
1983-06-01,Prediabetes (finding),2,1000
1983-09-01,Prediabetes (finding),2,1000
1983-10-01,Prediabetes (finding),2,1000
1983-11-01,Prediabetes (finding),1,500
1983-12-01,Prediabetes (finding),1,500
1984-03-01,Prediabetes (finding),3,1500
1984-04-01,Prediabetes (finding),1,500
1984-05-01,Prediabetes (finding),1,500
1984-09-01,Prediabetes (finding),1,500
1984-12-01,Prediabetes (finding),2,1000
1985-03-01,Prediabetes (finding),1,500
